record_id,split,video_path,frame_index,timestamp_sec,reference_path,fluorescence_enhanced_path,pseudo_color_path,fusion_overlay_path,threshold,mean_intensity,max_intensity,p95_intensity,positive_area_px,positive_area_fraction,method,domain_boundary
OFDVDNET_012,train,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-125129-000024-record.mp4,680,45.333333333333336,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_012\OFDVDNET_012_reference.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_012\OFDVDNET_012_fluorescence_enhanced.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_012\OFDVDNET_012_pseudo_color.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_012\OFDVDNET_012_fusion_overlay.jpg,0.6,0.102971,1.0,0.575397,36354,0.046227,ofdvdnet_fluorescence_baseline,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.
OFDVDNET_013,train,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-125329-000027-record.mp4,696,46.4,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_013\OFDVDNET_013_reference.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_013\OFDVDNET_013_fluorescence_enhanced.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_013\OFDVDNET_013_pseudo_color.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_013\OFDVDNET_013_fusion_overlay.jpg,0.6,0.128971,1.0,0.649017,47437,0.060319,ofdvdnet_fluorescence_baseline,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.
OFDVDNET_014,train,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-125458-000030-record.mp4,644,42.93333333333333,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_014\OFDVDNET_014_reference.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_014\OFDVDNET_014_fluorescence_enhanced.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_014\OFDVDNET_014_pseudo_color.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_014\OFDVDNET_014_fusion_overlay.jpg,0.6,0.118968,1.0,0.635703,44256,0.056274,ofdvdnet_fluorescence_baseline,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.
OFDVDNET_015,train,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-125621-000033-record.mp4,680,45.333333333333336,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_015\OFDVDNET_015_reference.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_015\OFDVDNET_015_fluorescence_enhanced.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_015\OFDVDNET_015_pseudo_color.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_015\OFDVDNET_015_fusion_overlay.jpg,0.6,0.122964,1.0,0.646825,46729,0.059419,ofdvdnet_fluorescence_baseline,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.
OFDVDNET_016,train,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-125749-000036-record.mp4,644,42.93333333333333,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_016\OFDVDNET_016_reference.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_016\OFDVDNET_016_fluorescence_enhanced.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_016\OFDVDNET_016_pseudo_color.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_016\OFDVDNET_016_fusion_overlay.jpg,0.6,0.129125,1.0,0.65873,48372,0.061508,ofdvdnet_fluorescence_baseline,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.
OFDVDNET_017,train,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-125913-000039-record.mp4,730,48.666666666666664,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_017\OFDVDNET_017_reference.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_017\OFDVDNET_017_fluorescence_enhanced.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_017\OFDVDNET_017_pseudo_color.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_017\OFDVDNET_017_fusion_overlay.jpg,0.6,0.125684,1.0,0.651595,46209,0.058758,ofdvdnet_fluorescence_baseline,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.
OFDVDNET_018,train,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-130045-000042-record.mp4,596,39.733333333333334,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_018\OFDVDNET_018_reference.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_018\OFDVDNET_018_fluorescence_enhanced.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_018\OFDVDNET_018_pseudo_color.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_018\OFDVDNET_018_fusion_overlay.jpg,0.6,0.129179,1.0,0.654762,47575,0.060495,ofdvdnet_fluorescence_baseline,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.
OFDVDNET_019,train,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-130202-000045-record.mp4,354,23.6,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_019\OFDVDNET_019_reference.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_019\OFDVDNET_019_fluorescence_enhanced.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_019\OFDVDNET_019_pseudo_color.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_019\OFDVDNET_019_fusion_overlay.jpg,0.6,0.12767,1.0,0.646825,45658,0.058057,ofdvdnet_fluorescence_baseline,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.
OFDVDNET_020,train,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-130706-000003-record.mp4,624,41.6,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_020\OFDVDNET_020_reference.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_020\OFDVDNET_020_fluorescence_enhanced.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_020\OFDVDNET_020_pseudo_color.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_020\OFDVDNET_020_fusion_overlay.jpg,0.6,0.113099,1.0,0.591998,37861,0.048143,ofdvdnet_fluorescence_baseline,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.
OFDVDNET_021,train,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-130832-000006-record.mp4,640,42.666666666666664,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_021\OFDVDNET_021_reference.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_021\OFDVDNET_021_fluorescence_enhanced.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_021\OFDVDNET_021_pseudo_color.jpg,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\derived\ofdvdnet\baseline_enhancement\OFDVDNET_021\OFDVDNET_021_fusion_overlay.jpg,0.6,0.199176,1.0,0.75,72996,0.092819,ofdvdnet_fluorescence_baseline,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.
